0.5	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.19165333333333334
0.5	0.	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.34582666666666667
0.	0.	0.	0.	0.	0.5	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.19165333333333334
0.	0.	0.	0.	0.	0.5	0.	0.5	0.	0.	0.	0.	0.	0.	0.	-0.34582666666666667
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.5	0.	0.5	0.	0.	-0.34582666666666667
0.	0.	0.	0.5	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.03748000000000001
0.	0.	0.	0.	0.	0.	0.	0.	0.5	0.5	0.	0.	0.	0.	0.	-0.03748000000000001
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.5	0.5	-0.03748000000000001
-0.5	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5
-0.5	0.	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.5
0.	0.	0.	0.	0.	-0.5	0.5	0.	0.	0.	0.	0.	0.	0.	0.	-0.5
0.	0.	0.	0.	0.	-0.5	0.	0.5	0.	0.	0.	0.	0.	0.	0.	0.5
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5	0.	0.5	0.	0.	0.5
0.	0.	0.	-0.5	0.5	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.5
0.	0.	0.	0.	0.	0.	0.	0.	-0.5	0.5	0.	0.	0.	0.	0.	0.5
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-0.5	0.5	0.5
